company,role,skills,branch,location,min_cgpa,apply_link,logo
TCS,Frontend Developer Intern,"SQL, Java, Algorithms",CSE,Bangalore,7.71,https://careers.tcs.com/apply/181,https://logo.clearbit.com/tcs.com
Uber,ML Engineer Intern,"NLP, Data Structures, Cloud, Node.js",Mechanical,Mumbai,7.3,https://careers.uber.com/apply/182,https://logo.clearbit.com/uber.com
Uber,Frontend Developer Intern,"Linux, Python, NLP, React",ECE,Delhi,7.3,https://careers.uber.com/apply/183,https://logo.clearbit.com/uber.com
Oracle,Backend Developer Intern,"NLP, Statistics, Linux",Mechanical,Pune,8.8,https://careers.oracle.com/apply/184,https://logo.clearbit.com/oracle.com
Flipkart,Graduate Engineer Trainee,"Machine Learning, Node.js",ECE,Pune,7.0,https://careers.flipkart.com/apply/185,https://logo.clearbit.com/flipkart.com
Google,Data Analyst Intern,"Docker, Statistics, Python, Algorithms",CSE,Remote,8.58,https://careers.google.com/apply/186,https://logo.clearbit.com/google.com
Oracle,System Engineer,"Data Structures, Node.js, Cloud, Algorithms",Mechanical,Mumbai,6.88,https://careers.oracle.com/apply/187,https://logo.clearbit.com/oracle.com
Infosys,Backend Developer Intern,"Deep Learning, Networking, React",ECE,Delhi,6.96,https://careers.infosys.com/apply/188,https://logo.clearbit.com/infosys.com
Samsung,Backend Developer Intern,"C++, Cloud, Machine Learning",Mechanical,Remote,6.59,https://careers.samsung.com/apply/189,https://logo.clearbit.com/samsung.com
Microsoft,Data Analyst Intern,"Cloud, NLP",ECE,Mumbai,6.42,https://careers.microsoft.com/apply/190,https://logo.clearbit.com/microsoft.com
Nvidia,System Engineer,"Cloud, Node.js",IT,Bangalore,7.78,https://careers.nvidia.com/apply/191,https://logo.clearbit.com/nvidia.com
Accenture,Data Analyst Intern,"Networking, Linux, Node.js, Python",ECE,Delhi,6.21,https://careers.accenture.com/apply/192,https://logo.clearbit.com/accenture.com
Google,System Engineer,"React, SQL, Java",Mechanical,Delhi,6.99,https://careers.google.com/apply/193,https://logo.clearbit.com/google.com
Uber,Graduate Engineer Trainee,"NLP, Statistics, Docker, Java",ECE,Chennai,7.57,https://careers.uber.com/apply/194,https://logo.clearbit.com/uber.com
Accenture,Backend Developer Intern,"React, SQL, C++, Python",CSE,Chennai,7.66,https://careers.accenture.com/apply/195,https://logo.clearbit.com/accenture.com
Zomato,Backend Developer Intern,"Node.js, Algorithms, Linux, Networking",CSE,Mumbai,6.31,https://careers.zomato.com/apply/196,https://logo.clearbit.com/zomato.com
TCS,AI Research Intern,"Cloud, React, Linux, Machine Learning",CSE,Pune,6.04,https://careers.tcs.com/apply/197,https://logo.clearbit.com/tcs.com
Microsoft,Frontend Developer Intern,"Deep Learning, Docker, Java",Mechanical,Delhi,6.32,https://careers.microsoft.com/apply/198,https://logo.clearbit.com/microsoft.com
Deloitte,Frontend Developer Intern,"Node.js, Machine Learning",CSE,Delhi,8.28,https://careers.deloitte.com/apply/199,https://logo.clearbit.com/deloitte.com
Nvidia,Software Engineer Intern,"NLP, Machine Learning",CSE,Mumbai,8.68,https://careers.nvidia.com/apply/200,https://logo.clearbit.com/nvidia.com
Samsung,Software Developer,"Algorithms, Statistics, Deep Learning, Linux",Mechanical,Delhi,6.54,https://careers.samsung.com/apply/201,https://logo.clearbit.com/samsung.com
Uber,Graduate Engineer Trainee,"Data Structures, Docker, Java, Algorithms",CSE,Chennai,6.78,https://careers.uber.com/apply/202,https://logo.clearbit.com/uber.com
Microsoft,System Engineer,"SQL, C++, Networking, NLP",IT,Mumbai,7.94,https://careers.microsoft.com/apply/203,https://logo.clearbit.com/microsoft.com
Uber,ML Engineer Intern,"Algorithms, Statistics",IT,Pune,7.94,https://careers.uber.com/apply/204,https://logo.clearbit.com/uber.com
Wipro,ML Engineer Intern,"Machine Learning, Networking",Mechanical,Hyderabad,8.73,https://careers.wipro.com/apply/205,https://logo.clearbit.com/wipro.com
Samsung,Software Developer,"Data Structures, Java, Machine Learning, React",IT,Mumbai,8.98,https://careers.samsung.com/apply/206,https://logo.clearbit.com/samsung.com
Accenture,Data Scientist Intern,"Algorithms, Machine Learning",IT,Chennai,6.81,https://careers.accenture.com/apply/207,https://logo.clearbit.com/accenture.com
Cisco,Frontend Developer Intern,"React, Cloud",ECE,Delhi,6.7,https://careers.cisco.com/apply/208,https://logo.clearbit.com/cisco.com
Wipro,Data Scientist Intern,"Docker, Java, Deep Learning, Algorithms",IT,Remote,8.4,https://careers.wipro.com/apply/209,https://logo.clearbit.com/wipro.com
IBM,Backend Developer Intern,"Java, Cloud",IT,Mumbai,8.84,https://careers.ibm.com/apply/210,https://logo.clearbit.com/ibm.com
Wipro,Frontend Developer Intern,"C++, Linux, Deep Learning, NLP",ECE,Chennai,6.08,https://careers.wipro.com/apply/211,https://logo.clearbit.com/wipro.com
Capgemini,Software Developer,"C++, Docker",ECE,Bangalore,8.74,https://careers.capgemini.com/apply/212,https://logo.clearbit.com/capgemini.com
Google,Software Engineer Intern,"SQL, C++",CSE,Remote,7.12,https://careers.google.com/apply/213,https://logo.clearbit.com/google.com
Accenture,ML Engineer Intern,"Cloud, NLP, Linux, Networking",CSE,Mumbai,8.15,https://careers.accenture.com/apply/214,https://logo.clearbit.com/accenture.com
Google,Backend Developer Intern,"SQL, Python, C++",CSE,Bangalore,6.95,https://careers.google.com/apply/215,https://logo.clearbit.com/google.com
Capgemini,Frontend Developer Intern,"Machine Learning, Cloud, SQL, Networking",Mechanical,Chennai,6.87,https://careers.capgemini.com/apply/216,https://logo.clearbit.com/capgemini.com
Intel,Software Engineer Intern,"C++, Deep Learning, React, NLP",IT,Delhi,7.52,https://careers.intel.com/apply/217,https://logo.clearbit.com/intel.com
Amazon,Backend Developer Intern,"Linux, SQL, Cloud, C++",IT,Remote,7.55,https://careers.amazon.com/apply/218,https://logo.clearbit.com/amazon.com
IBM,AI Research Intern,"Node.js, Python, Linux",ECE,Delhi,8.81,https://careers.ibm.com/apply/219,https://logo.clearbit.com/ibm.com
Accenture,Backend Developer Intern,"Cloud, Algorithms, Data Structures",ECE,Bangalore,6.05,https://careers.accenture.com/apply/220,https://logo.clearbit.com/accenture.com
IBM,AI Research Intern,"Node.js, Statistics, Data Structures, Algorithms",ECE,Pune,8.3,https://careers.ibm.com/apply/221,https://logo.clearbit.com/ibm.com
Wipro,Software Engineer Intern,"Data Structures, Algorithms, NLP, Machine Learning",Mechanical,Delhi,6.7,https://careers.wipro.com/apply/222,https://logo.clearbit.com/wipro.com
Deloitte,ML Engineer Intern,"React, Networking",ECE,Hyderabad,7.69,https://careers.deloitte.com/apply/223,https://logo.clearbit.com/deloitte.com
Amazon,Frontend Developer Intern,"Statistics, Networking",IT,Bangalore,7.4,https://careers.amazon.com/apply/224,https://logo.clearbit.com/amazon.com
Cisco,Data Analyst Intern,"NLP, Statistics, Cloud, Machine Learning",IT,Mumbai,7.13,https://careers.cisco.com/apply/225,https://logo.clearbit.com/cisco.com
Oracle,Data Analyst Intern,"Java, React, NLP",IT,Mumbai,6.54,https://careers.oracle.com/apply/226,https://logo.clearbit.com/oracle.com
Intel,Frontend Developer Intern,"Networking, Node.js, Linux, NLP",IT,Hyderabad,8.92,https://careers.intel.com/apply/227,https://logo.clearbit.com/intel.com
Flipkart,Software Engineer Intern,"Data Structures, Machine Learning, Linux",ECE,Bangalore,8.99,https://careers.flipkart.com/apply/228,https://logo.clearbit.com/flipkart.com
TCS,AI Research Intern,"Python, NLP",ECE,Chennai,7.8,https://careers.tcs.com/apply/229,https://logo.clearbit.com/tcs.com
Zomato,Graduate Engineer Trainee,"Data Structures, Deep Learning",ECE,Remote,7.09,https://careers.zomato.com/apply/230,https://logo.clearbit.com/zomato.com
Paytm,Backend Developer Intern,"Algorithms, Python, Docker, Java",CSE,Hyderabad,8.44,https://careers.paytm.com/apply/231,https://logo.clearbit.com/paytm.com
Flipkart,System Engineer,"React, Deep Learning, Data Structures, Docker",CSE,Mumbai,6.09,https://careers.flipkart.com/apply/232,https://logo.clearbit.com/flipkart.com
Infosys,ML Engineer Intern,"Networking, SQL",IT,Mumbai,8.22,https://careers.infosys.com/apply/233,https://logo.clearbit.com/infosys.com
Capgemini,Software Developer,"Algorithms, Java",ECE,Chennai,6.99,https://careers.capgemini.com/apply/234,https://logo.clearbit.com/capgemini.com
Zomato,Frontend Developer Intern,"Linux, Statistics",CSE,Remote,8.99,https://careers.zomato.com/apply/235,https://logo.clearbit.com/zomato.com
Infosys,AI Research Intern,"Cloud, React",ECE,Chennai,8.82,https://careers.infosys.com/apply/236,https://logo.clearbit.com/infosys.com
TCS,Software Developer,"Linux, Algorithms",CSE,Delhi,7.87,https://careers.tcs.com/apply/237,https://logo.clearbit.com/tcs.com
Microsoft,Software Engineer Intern,"Node.js, Data Structures",IT,Remote,6.75,https://careers.microsoft.com/apply/238,https://logo.clearbit.com/microsoft.com
Cisco,Data Scientist Intern,"Python, Algorithms, NLP, Machine Learning",ECE,Mumbai,6.98,https://careers.cisco.com/apply/239,https://logo.clearbit.com/cisco.com
TCS,Software Developer,"Statistics, Node.js",IT,Delhi,8.78,https://careers.tcs.com/apply/240,https://logo.clearbit.com/tcs.com
Google,AI Research Intern,"SQL, React",CSE,Bangalore,7.31,https://careers.google.com/apply/241,https://logo.clearbit.com/google.com
Paytm,Data Analyst Intern,"Node.js, Java, Cloud, Networking",IT,Hyderabad,7.94,https://careers.paytm.com/apply/242,https://logo.clearbit.com/paytm.com
Cisco,Graduate Engineer Trainee,"Java, Statistics, Cloud, Machine Learning",IT,Hyderabad,6.04,https://careers.cisco.com/apply/243,https://logo.clearbit.com/cisco.com
Oracle,System Engineer,"Node.js, Machine Learning",IT,Bangalore,7.1,https://careers.oracle.com/apply/244,https://logo.clearbit.com/oracle.com
Intel,AI Research Intern,"React, Cloud, Algorithms",ECE,Delhi,6.23,https://careers.intel.com/apply/245,https://logo.clearbit.com/intel.com
Google,Data Analyst Intern,"Machine Learning, Data Structures, Cloud, Node.js",ECE,Delhi,6.76,https://careers.google.com/apply/246,https://logo.clearbit.com/google.com
Oracle,Frontend Developer Intern,"Docker, Deep Learning, Algorithms",IT,Pune,6.21,https://careers.oracle.com/apply/247,https://logo.clearbit.com/oracle.com
Deloitte,Frontend Developer Intern,"Java, React, Algorithms, Linux",ECE,Pune,8.86,https://careers.deloitte.com/apply/248,https://logo.clearbit.com/deloitte.com
Google,AI Research Intern,"Networking, Machine Learning, Linux",IT,Hyderabad,6.8,https://careers.google.com/apply/249,https://logo.clearbit.com/google.com
Samsung,ML Engineer Intern,"SQL, Python, Data Structures",ECE,Remote,8.94,https://careers.samsung.com/apply/250,https://logo.clearbit.com/samsung.com
Cisco,AI Research Intern,"Cloud, Linux, React",ECE,Mumbai,6.02,https://careers.cisco.com/apply/251,https://logo.clearbit.com/cisco.com
Adobe,Data Scientist Intern,"Python, C++",ECE,Hyderabad,6.29,https://careers.adobe.com/apply/252,https://logo.clearbit.com/adobe.com
Flipkart,Software Developer,"SQL, Machine Learning, Java",ECE,Hyderabad,8.4,https://careers.flipkart.com/apply/253,https://logo.clearbit.com/flipkart.com
Capgemini,System Engineer,"Cloud, Node.js",ECE,Delhi,6.34,https://careers.capgemini.com/apply/254,https://logo.clearbit.com/capgemini.com
Flipkart,AI Research Intern,"Java, React, C++, Docker",CSE,Remote,8.22,https://careers.flipkart.com/apply/255,https://logo.clearbit.com/flipkart.com
Cisco,Software Engineer Intern,"Java, Statistics, Node.js",IT,Remote,8.57,https://careers.cisco.com/apply/256,https://logo.clearbit.com/cisco.com
Oracle,Data Analyst Intern,"Data Structures, C++",Mechanical,Bangalore,8.06,https://careers.oracle.com/apply/257,https://logo.clearbit.com/oracle.com
Capgemini,AI Research Intern,"Java, Docker, Statistics, NLP",ECE,Bangalore,7.21,https://careers.capgemini.com/apply/258,https://logo.clearbit.com/capgemini.com
Samsung,Software Developer,"React, Deep Learning, Linux, Networking",IT,Pune,7.54,https://careers.samsung.com/apply/259,https://logo.clearbit.com/samsung.com
Google,Backend Developer Intern,"Linux, Docker, C++",IT,Mumbai,8.93,https://careers.google.com/apply/260,https://logo.clearbit.com/google.com
Infosys,AI Research Intern,"Statistics, Networking",IT,Bangalore,6.24,https://careers.infosys.com/apply/261,https://logo.clearbit.com/infosys.com
Adobe,System Engineer,"Docker, SQL",ECE,Remote,7.53,https://careers.adobe.com/apply/262,https://logo.clearbit.com/adobe.com
Accenture,Frontend Developer Intern,"Data Structures, Algorithms, Docker, SQL",CSE,Bangalore,6.36,https://careers.accenture.com/apply/263,https://logo.clearbit.com/accenture.com
Paytm,AI Research Intern,"Algorithms, NLP, C++, Docker",IT,Mumbai,7.89,https://careers.paytm.com/apply/264,https://logo.clearbit.com/paytm.com
Zomato,Frontend Developer Intern,"Machine Learning, Networking, Python",IT,Mumbai,8.96,https://careers.zomato.com/apply/265,https://logo.clearbit.com/zomato.com
Adobe,Software Engineer Intern,"Linux, Machine Learning, NLP, Cloud",IT,Hyderabad,6.08,https://careers.adobe.com/apply/266,https://logo.clearbit.com/adobe.com
Zomato,Data Analyst Intern,"Cloud, Networking, Linux",IT,Bangalore,8.71,https://careers.zomato.com/apply/267,https://logo.clearbit.com/zomato.com
Amazon,System Engineer,"Cloud, Algorithms, Networking",Mechanical,Delhi,6.4,https://careers.amazon.com/apply/268,https://logo.clearbit.com/amazon.com
Samsung,Graduate Engineer Trainee,"React, C++, Linux",CSE,Delhi,6.71,https://careers.samsung.com/apply/269,https://logo.clearbit.com/samsung.com
Paytm,Software Developer,"Cloud, Linux, Java",IT,Delhi,8.07,https://careers.paytm.com/apply/270,https://logo.clearbit.com/paytm.com
TCS,AI Research Intern,"Java, Node.js, Deep Learning, Algorithms",Mechanical,Bangalore,8.09,https://careers.tcs.com/apply/271,https://logo.clearbit.com/tcs.com
Google,Software Engineer Intern,"Statistics, Cloud, Docker, Deep Learning",CSE,Delhi,7.55,https://careers.google.com/apply/272,https://logo.clearbit.com/google.com
Flipkart,Data Analyst Intern,"C++, Docker, Deep Learning",CSE,Mumbai,6.36,https://careers.flipkart.com/apply/273,https://logo.clearbit.com/flipkart.com
Wipro,Software Engineer Intern,"Linux, Machine Learning",ECE,Delhi,8.8,https://careers.wipro.com/apply/274,https://logo.clearbit.com/wipro.com
Adobe,AI Research Intern,"Cloud, Deep Learning, SQL",IT,Pune,7.9,https://careers.adobe.com/apply/275,https://logo.clearbit.com/adobe.com
Adobe,Data Scientist Intern,"Python, Statistics, Docker, Java",ECE,Chennai,8.5,https://careers.adobe.com/apply/276,https://logo.clearbit.com/adobe.com
IBM,Data Analyst Intern,"NLP, Data Structures",CSE,Delhi,8.96,https://careers.ibm.com/apply/277,https://logo.clearbit.com/ibm.com
Deloitte,AI Research Intern,"Java, Deep Learning, Cloud, Machine Learning",Mechanical,Remote,8.79,https://careers.deloitte.com/apply/278,https://logo.clearbit.com/deloitte.com
Wipro,Data Scientist Intern,"Linux, Python, Deep Learning, Algorithms",CSE,Hyderabad,8.14,https://careers.wipro.com/apply/279,https://logo.clearbit.com/wipro.com
Wipro,Data Scientist Intern,"Cloud, Deep Learning, Machine Learning",CSE,Pune,8.3,https://careers.wipro.com/apply/280,https://logo.clearbit.com/wipro.com
Accenture,Software Developer,"Deep Learning, Linux",Mechanical,Delhi,8.5,https://careers.accenture.com/apply/281,https://logo.clearbit.com/accenture.com
Capgemini,Software Engineer Intern,"Networking, Deep Learning, Algorithms",ECE,Pune,7.08,https://careers.capgemini.com/apply/282,https://logo.clearbit.com/capgemini.com
Adobe,ML Engineer Intern,"Machine Learning, SQL, Deep Learning",ECE,Hyderabad,8.56,https://careers.adobe.com/apply/283,https://logo.clearbit.com/adobe.com
Google,Software Engineer Intern,"NLP, Java",CSE,Hyderabad,6.01,https://careers.google.com/apply/284,https://logo.clearbit.com/google.com
Oracle,Graduate Engineer Trainee,"Linux, SQL",IT,Hyderabad,8.99,https://careers.oracle.com/apply/285,https://logo.clearbit.com/oracle.com
TCS,Data Scientist Intern,"Networking, Linux, C++, Algorithms",CSE,Delhi,8.05,https://careers.tcs.com/apply/286,https://logo.clearbit.com/tcs.com
Google,Software Developer,"NLP, Deep Learning, Algorithms, Java",CSE,Mumbai,7.26,https://careers.google.com/apply/287,https://logo.clearbit.com/google.com
Paytm,Data Scientist Intern,"Python, Deep Learning, C++",IT,Pune,8.74,https://careers.paytm.com/apply/288,https://logo.clearbit.com/paytm.com
Microsoft,ML Engineer Intern,"Python, Deep Learning, Node.js, Java",IT,Mumbai,7.14,https://careers.microsoft.com/apply/289,https://logo.clearbit.com/microsoft.com
Nvidia,Frontend Developer Intern,"Networking, SQL, Statistics, NLP",IT,Chennai,7.79,https://careers.nvidia.com/apply/290,https://logo.clearbit.com/nvidia.com
Zomato,Frontend Developer Intern,"Networking, Machine Learning",Mechanical,Chennai,6.67,https://careers.zomato.com/apply/291,https://logo.clearbit.com/zomato.com
Samsung,Backend Developer Intern,"SQL, C++, Machine Learning",ECE,Delhi,6.32,https://careers.samsung.com/apply/292,https://logo.clearbit.com/samsung.com
Samsung,Software Developer,"Networking, Python, Machine Learning, Statistics",Mechanical,Delhi,6.33,https://careers.samsung.com/apply/293,https://logo.clearbit.com/samsung.com
Deloitte,Data Scientist Intern,"React, Algorithms, Data Structures",IT,Hyderabad,6.59,https://careers.deloitte.com/apply/294,https://logo.clearbit.com/deloitte.com
Infosys,Frontend Developer Intern,"Linux, Machine Learning",Mechanical,Pune,8.64,https://careers.infosys.com/apply/295,https://logo.clearbit.com/infosys.com
Nvidia,Graduate Engineer Trainee,"Data Structures, Linux, NLP",IT,Bangalore,6.87,https://careers.nvidia.com/apply/296,https://logo.clearbit.com/nvidia.com
Wipro,Data Scientist Intern,"Algorithms, Python",IT,Hyderabad,6.4,https://careers.wipro.com/apply/297,https://logo.clearbit.com/wipro.com
Uber,ML Engineer Intern,"Docker, React, Python",Mechanical,Delhi,6.8,https://careers.uber.com/apply/298,https://logo.clearbit.com/uber.com
TCS,Frontend Developer Intern,"React, Statistics",CSE,Hyderabad,6.73,https://careers.tcs.com/apply/299,https://logo.clearbit.com/tcs.com
Cisco,Backend Developer Intern,"Java, Cloud, C++",CSE,Chennai,7.1,https://careers.cisco.com/apply/300,https://logo.clearbit.com/cisco.com
TCS,Backend Developer Intern,"Cloud, Algorithms, Java, Python",IT,Delhi,6.75,https://careers.tcs.com/apply/301,https://logo.clearbit.com/tcs.com
Oracle,Data Scientist Intern,"React, C++, SQL, Machine Learning",CSE,Chennai,7.01,https://careers.oracle.com/apply/302,https://logo.clearbit.com/oracle.com
Intel,ML Engineer Intern,"Java, Cloud",CSE,Pune,6.39,https://careers.intel.com/apply/303,https://logo.clearbit.com/intel.com
Paytm,System Engineer,"Linux, Node.js, Statistics, React",CSE,Remote,8.63,https://careers.paytm.com/apply/304,https://logo.clearbit.com/paytm.com
Wipro,Graduate Engineer Trainee,"Machine Learning, Docker, Data Structures, Networking",Mechanical,Hyderabad,7.31,https://careers.wipro.com/apply/305,https://logo.clearbit.com/wipro.com
Accenture,Data Analyst Intern,"Python, Data Structures, Cloud, Machine Learning",IT,Pune,7.91,https://careers.accenture.com/apply/306,https://logo.clearbit.com/accenture.com
Oracle,ML Engineer Intern,"Linux, Statistics",CSE,Delhi,8.27,https://careers.oracle.com/apply/307,https://logo.clearbit.com/oracle.com
Microsoft,System Engineer,"Deep Learning, Data Structures, C++, Linux",IT,Remote,7.44,https://careers.microsoft.com/apply/308,https://logo.clearbit.com/microsoft.com
Infosys,System Engineer,"Statistics, Java, Docker",IT,Bangalore,8.7,https://careers.infosys.com/apply/309,https://logo.clearbit.com/infosys.com
Zomato,AI Research Intern,"Docker, SQL, C++, Networking",Mechanical,Bangalore,7.46,https://careers.zomato.com/apply/310,https://logo.clearbit.com/zomato.com
Uber,Backend Developer Intern,"C++, SQL",Mechanical,Bangalore,7.8,https://careers.uber.com/apply/311,https://logo.clearbit.com/uber.com
Cisco,Data Scientist Intern,"Node.js, Cloud",ECE,Bangalore,8.88,https://careers.cisco.com/apply/312,https://logo.clearbit.com/cisco.com
Paytm,Software Engineer Intern,"SQL, Python",ECE,Hyderabad,7.05,https://careers.paytm.com/apply/313,https://logo.clearbit.com/paytm.com
Intel,Software Engineer Intern,"Cloud, C++",IT,Hyderabad,6.55,https://careers.intel.com/apply/314,https://logo.clearbit.com/intel.com
Infosys,Data Analyst Intern,"C++, Statistics, Python, Docker",IT,Delhi,8.72,https://careers.infosys.com/apply/315,https://logo.clearbit.com/infosys.com
Samsung,Frontend Developer Intern,"Linux, SQL, Node.js, Data Structures",ECE,Pune,6.24,https://careers.samsung.com/apply/316,https://logo.clearbit.com/samsung.com
Uber,Graduate Engineer Trainee,"Node.js, NLP",Mechanical,Remote,7.28,https://careers.uber.com/apply/317,https://logo.clearbit.com/uber.com
TCS,Software Developer,"Data Structures, Cloud, SQL",Mechanical,Remote,8.1,https://careers.tcs.com/apply/318,https://logo.clearbit.com/tcs.com
Flipkart,AI Research Intern,"Networking, Node.js, Statistics, SQL",Mechanical,Hyderabad,8.72,https://careers.flipkart.com/apply/319,https://logo.clearbit.com/flipkart.com
Microsoft,Software Developer,"C++, SQL",ECE,Remote,6.27,https://careers.microsoft.com/apply/320,https://logo.clearbit.com/microsoft.com
Infosys,Data Analyst Intern,"C++, Data Structures, Linux",ECE,Remote,6.27,https://careers.infosys.com/apply/321,https://logo.clearbit.com/infosys.com
Uber,ML Engineer Intern,"Statistics, Cloud, Data Structures",ECE,Bangalore,7.27,https://careers.uber.com/apply/322,https://logo.clearbit.com/uber.com
Google,Software Developer,"Node.js, React",CSE,Remote,7.52,https://careers.google.com/apply/323,https://logo.clearbit.com/google.com
Samsung,Graduate Engineer Trainee,"Python, Machine Learning, Statistics, Java",CSE,Hyderabad,6.16,https://careers.samsung.com/apply/324,https://logo.clearbit.com/samsung.com
Cisco,Graduate Engineer Trainee,"React, Cloud, Docker",CSE,Bangalore,7.09,https://careers.cisco.com/apply/325,https://logo.clearbit.com/cisco.com
Samsung,Data Analyst Intern,"SQL, Cloud, Node.js, NLP",ECE,Delhi,6.07,https://careers.samsung.com/apply/326,https://logo.clearbit.com/samsung.com
Wipro,Data Analyst Intern,"SQL, React, Docker, Statistics",CSE,Remote,6.31,https://careers.wipro.com/apply/327,https://logo.clearbit.com/wipro.com
Intel,AI Research Intern,"Algorithms, React",IT,Mumbai,8.33,https://careers.intel.com/apply/328,https://logo.clearbit.com/intel.com
IBM,Data Analyst Intern,"Algorithms, Cloud, Linux, Data Structures",ECE,Delhi,7.51,https://careers.ibm.com/apply/329,https://logo.clearbit.com/ibm.com
Accenture,Software Developer,"React, Python, Networking",ECE,Remote,7.19,https://careers.accenture.com/apply/330,https://logo.clearbit.com/accenture.com
Accenture,Backend Developer Intern,"Algorithms, React, SQL",ECE,Mumbai,8.0,https://careers.accenture.com/apply/331,https://logo.clearbit.com/accenture.com
Cisco,Data Analyst Intern,"SQL, Algorithms, Cloud",CSE,Delhi,7.31,https://careers.cisco.com/apply/332,https://logo.clearbit.com/cisco.com
Amazon,AI Research Intern,"Linux, Machine Learning",CSE,Pune,8.97,https://careers.amazon.com/apply/333,https://logo.clearbit.com/amazon.com
Intel,AI Research Intern,"Docker, Machine Learning, Algorithms",IT,Chennai,8.22,https://careers.intel.com/apply/334,https://logo.clearbit.com/intel.com
Oracle,Software Developer,"SQL, Machine Learning, C++, Algorithms",Mechanical,Pune,8.02,https://careers.oracle.com/apply/335,https://logo.clearbit.com/oracle.com
Samsung,Graduate Engineer Trainee,"Docker, Java, SQL",IT,Pune,6.71,https://careers.samsung.com/apply/336,https://logo.clearbit.com/samsung.com
Uber,Data Analyst Intern,"Deep Learning, Statistics, Node.js, C++",CSE,Pune,7.42,https://careers.uber.com/apply/337,https://logo.clearbit.com/uber.com
Infosys,Data Scientist Intern,"Linux, SQL, React, NLP",IT,Pune,7.02,https://careers.infosys.com/apply/338,https://logo.clearbit.com/infosys.com
Cisco,Data Analyst Intern,"Statistics, Cloud",IT,Chennai,8.29,https://careers.cisco.com/apply/339,https://logo.clearbit.com/cisco.com
Samsung,AI Research Intern,"Node.js, Machine Learning, Python",Mechanical,Hyderabad,6.94,https://careers.samsung.com/apply/340,https://logo.clearbit.com/samsung.com
Deloitte,Graduate Engineer Trainee,"Statistics, React, SQL",CSE,Mumbai,8.2,https://careers.deloitte.com/apply/341,https://logo.clearbit.com/deloitte.com
Deloitte,Frontend Developer Intern,"Algorithms, Cloud",Mechanical,Pune,7.24,https://careers.deloitte.com/apply/342,https://logo.clearbit.com/deloitte.com
Google,Graduate Engineer Trainee,"Linux, SQL, Deep Learning",Mechanical,Hyderabad,7.22,https://careers.google.com/apply/343,https://logo.clearbit.com/google.com
Deloitte,ML Engineer Intern,"Python, Algorithms, NLP",IT,Hyderabad,6.51,https://careers.deloitte.com/apply/344,https://logo.clearbit.com/deloitte.com
Amazon,Backend Developer Intern,"SQL, Machine Learning, Data Structures, Python",CSE,Chennai,6.24,https://careers.amazon.com/apply/345,https://logo.clearbit.com/amazon.com
Adobe,Graduate Engineer Trainee,"Deep Learning, Python, Statistics, Algorithms",ECE,Mumbai,7.23,https://careers.adobe.com/apply/346,https://logo.clearbit.com/adobe.com
Infosys,ML Engineer Intern,"Docker, C++, Python",CSE,Hyderabad,6.22,https://careers.infosys.com/apply/347,https://logo.clearbit.com/infosys.com
Nvidia,Backend Developer Intern,"React, Cloud, NLP",IT,Delhi,6.89,https://careers.nvidia.com/apply/348,https://logo.clearbit.com/nvidia.com
Capgemini,Data Analyst Intern,"Machine Learning, Cloud, NLP, Python",IT,Hyderabad,8.58,https://careers.capgemini.com/apply/349,https://logo.clearbit.com/capgemini.com
Wipro,Data Analyst Intern,"Networking, Linux, C++",ECE,Delhi,6.41,https://careers.wipro.com/apply/350,https://logo.clearbit.com/wipro.com
Flipkart,AI Research Intern,"Statistics, NLP, Networking",ECE,Hyderabad,8.8,https://careers.flipkart.com/apply/351,https://logo.clearbit.com/flipkart.com
Cisco,Data Scientist Intern,"Deep Learning, Algorithms",IT,Remote,7.35,https://careers.cisco.com/apply/352,https://logo.clearbit.com/cisco.com
Accenture,AI Research Intern,"C++, Linux, Data Structures",Mechanical,Pune,8.41,https://careers.accenture.com/apply/353,https://logo.clearbit.com/accenture.com
Samsung,AI Research Intern,"Docker, Python, Cloud",IT,Pune,6.67,https://careers.samsung.com/apply/354,https://logo.clearbit.com/samsung.com
Cisco,Frontend Developer Intern,"SQL, Linux",CSE,Mumbai,6.85,https://careers.cisco.com/apply/355,https://logo.clearbit.com/cisco.com
Samsung,Backend Developer Intern,"Data Structures, Java, C++",IT,Chennai,6.94,https://careers.samsung.com/apply/356,https://logo.clearbit.com/samsung.com
Capgemini,Data Analyst Intern,"Java, Linux",IT,Hyderabad,8.46,https://careers.capgemini.com/apply/357,https://logo.clearbit.com/capgemini.com
Accenture,System Engineer,"Data Structures, Statistics, C++",IT,Hyderabad,8.38,https://careers.accenture.com/apply/358,https://logo.clearbit.com/accenture.com
Paytm,Graduate Engineer Trainee,"Machine Learning, Data Structures, React",IT,Mumbai,8.48,https://careers.paytm.com/apply/359,https://logo.clearbit.com/paytm.com
IBM,Data Analyst Intern,"Cloud, C++",IT,Chennai,8.77,https://careers.ibm.com/apply/360,https://logo.clearbit.com/ibm.com
Amazon,Data Scientist Intern,"Statistics, Deep Learning",CSE,Remote,7.19,https://careers.amazon.com/apply/361,https://logo.clearbit.com/amazon.com
Samsung,Graduate Engineer Trainee,"NLP, Algorithms, Java, Statistics",CSE,Mumbai,8.19,https://careers.samsung.com/apply/362,https://logo.clearbit.com/samsung.com
